,lbp,activation function,color space,hidden nodes,accuracy,balanced accuracy,training time,testing time
130,True,Logistic,hsv,1000,0.809760956175299,0.81035293171231,0.6120007,0.0399996
131,True,Logistic,hsv,2000,0.693227091633466,0.694979300940587,1.2439955,0.0720014
132,True,Logistic,hsv,3000,0.642430278884462,0.647305516434816,2.4475437,0.1080446
133,True,Logistic,hsv,4000,0.4800796812749,0.48752152700893,4.1572597,0.1440394
134,True,Logistic,hsv,5000,0.392430278884462,0.397719261570292,6.2326707,0.1901424
135,True,Logistic,hsv,6000,0.799800796812749,0.804176553831135,8.6561736,0.2879971
136,True,Logistic,hsv,7000,0.796812749003984,0.797473356124473,11.9542901,0.2629383
137,True,Logistic,hsv,8000,0.388446215139442,0.390755507617755,19.2476358,0.2960313
138,True,Logistic,hsv,9000,0.550796812749004,0.553543417566518,20.0160985,0.3421396
139,True,Logistic,hsv,10000,0.466135458167331,0.459369281542506,23.9676974,0.3770347
140,True,Logistic,rgb,1000,0.554780876494024,0.56775327135308,0.5426449,0.0839957
141,True,Logistic,rgb,2000,0.52191235059761,0.5293350320543,1.3121104,0.0720039
142,True,Logistic,rgb,3000,0.657370517928287,0.669696680496392,2.5939251,0.118705
143,True,Logistic,rgb,4000,0.411354581673307,0.425784527500388,4.0077471,0.1421809
144,True,Logistic,rgb,5000,0.588645418326693,0.600886239781496,6.005111,0.1919595
145,True,Logistic,rgb,6000,0.633466135458167,0.649318559372683,8.5661861,0.2680308
146,True,Logistic,rgb,7000,0.50996015936255,0.521991243575592,11.7846001,0.2509986
147,True,Logistic,rgb,8000,0.645418326693227,0.660829364971975,15.6899205,0.3304364
148,True,Logistic,rgb,9000,0.599601593625498,0.612861962739097,20.1608196,0.3424251
149,True,Logistic,rgb,10000,0.73605577689243,0.749086217557102,23.434549,0.3786868
150,True,Swish,cielab,1000,0.768924302788845,0.767504770010586,0.4790643,0.0399988
151,True,Swish,cielab,2000,0.921314741035856,0.92354374033844,1.3739496,0.1172312
